Username,Date,Content,Cleaned_Content
@SegundaSpanish,"Aug 14, 2023","Replying to 
@reheeled
 and 
@RealOviedo
Ah sorry, that’s because the Oviedo one was made by Tenerife so it’s on their feed 

Oviedo did a different one - theirs normally have some nice photos of the place they’re playing but nothing too creative design wise - but like Cervera’s teams 😉
Golazosdeltete Asociación Histórica",ah sorry thats because the oviedo one was made by tenerife so its on their feed oviedo did a different one theirs normally have some nice photos of the place theyre playing but nothing too creative design wise but like cerveras teams
@golazosdeltete,"Aug 14, 2023","02/12/2012

El Tenerife de Cervera empata en casa con el Oviedo de Sarriugarte.

Partido matinal de segunda b.

Goles de 
@SantanaSuso
 y de Diego Cervero
0:02 / 2:19
Oviedo siempre.",el tenerife de cervera empata en casa con el oviedo de sarriugarte partido matinal de segunda b goles de y de diego cervero
@OviedistaK04227,"Aug 14, 2023","Replying to 
@Fusinni
 and 
@chrisoviedo88
Cervera sabe mucho de fútbol, pero también hace gilipollleces como todos los entrenadores. De hecho, con B.Sánchez fue muy torpe al no saber aprovechar a un jugador así. Por otra parte, pidió un medio defensivo que no le trajeron, así que no creo que esté tan encantado con Jimmy.
Grada Oviedo",cervera sabe mucho de fútbol pero también hace gilipollleces como todos los entrenadores de hecho con bsánchez fue muy torpe al no saber aprovechar a un jugador así por otra parte pidió un medio defensivo que no le trajeron así que no creo que esté tan encantado con jimmy
@GradaOviedo,"Aug 14, 2023","🗣️Álvaro Cervera: ""La gente tiene las miras muy altas. Hay mucha ilusión y sólo se piensa en que el equipo va a estar arriba. Es la percepción que tengo. Hay mucho optimismo en la calle"". El #RealOviedo afronta esta noche su debut liguero en Tenerife.
José",álvaro cervera la gente tiene las miras muy altas hay mucha ilusión y sólo se piensa en que el equipo va a estar arriba es la percepción que tengo hay mucho optimismo en la calle el realoviedo afronta esta noche su debut liguero en tenerife
@cmjose2018,"Aug 14, 2023","El Tenerife-Oviedo de la temporada pasada se lo llevó Álvaro Cervera muy injustamente, pues el Tenerife dispuso de claras ocasiones para ganar el partido. No aprovechó ninguna, el Oviedo marcó en Popular de rebote y venció de casualidad (0-1).



Espacio Blanquiazul",el tenerifeoviedo de la temporada pasada se lo llevó álvaro cervera muy injustamente pues el tenerife dispuso de claras ocasiones para ganar el partido no aprovechó ninguna el oviedo marcó en popular de rebote y venció de casualidad
@FranTenerife1,"Aug 13, 2023","🏟️LUNES 20:30 EN EL TEMPLO 

CD TENERIFE 🆚 REAL OVIEDO

⏩ ARRANCA LA TEMPORADA, PARTIDO DIFICIL, VUELVE ALVARO CERVERA

✅ ¿COMO VAMOS A QUEDAR MAÑANA?
ElDesmarque Oviedo",lunes en el templo cd tenerife real oviedo arranca la temporada partido dificil vuelve alvaro cervera como vamos a quedar mañana
@DMQOviedo,"Aug 13, 2023","La convocatoria de Álvaro Cervera para el debut del Oviedo en el Heliodoro https://eldesmarque.com/futbol/real-oviedo/20230813/la-convocatoria-de-alvaro-cervera-para-el-debut-del-oviedo-en-el-heliodoro_300059691.html
Real Oviedo - Proud of You",la convocatoria de álvaro cervera para el debut del oviedo en el heliodoro
@RealOviedoPOY,"Aug 13, 2023","📋 Álvaro Cervera's 21-man squad for #TenerifeRealOviedo

#RealOviedo 🔵⚪
ElDesmarque Asturias",álvaro cerveras man squad for teneriferealoviedo realoviedo
@DMQAsturias,"Aug 13, 2023","La convocatoria de Álvaro Cervera para el debut del Oviedo en el Heliodoro https://eldesmarque.com/futbol/real-oviedo/20230813/la-convocatoria-de-alvaro-cervera-para-el-debut-del-oviedo-en-el-heliodoro_300059691.html
FútbolAsturiano.es",la convocatoria de álvaro cervera para el debut del oviedo en el heliodoro
@FutbolAstur,"Aug 13, 2023","El Oviedo busca un buen estreno en Tenerife.
- Cervera afronta el partido con cinco bajas.
https://futbolasturiano.es/noticias14/0082.htm
¬ROT 🔴⚪️🏴‍☠️",el oviedo busca un buen estreno en tenerife cervera afronta el partido con cinco bajas
@AntiROT,"Aug 13, 2023","Replying to 
@Ivandesvan
 
@edelvigio
 and 
@Lediakhov
Aquí no vale nunca nada, pero si encima hubiese venido Cervera… 🙈

Si hasta en Oviedo, que son más tolerantes, lo quisieron echar cuando tuvo esa mala racha.

Y las ruedas de prensa… es que me lo imagino y me dan escalofríos.
Pablo Fernández",aquí no vale nunca nada pero si encima hubiese venido cervera si hasta en oviedo que son más tolerantes lo quisieron echar cuando tuvo esa mala racha y las ruedas de prensa es que me lo imagino y me dan escalofríos
@pablofg_21,"Aug 13, 2023","Ninguna convocatoria del Real Oviedo para los partidos a domicilio superará los 21 jugadores (el máximo es 23). Decisión del club. 

Para Tenerife, eso sí, las lesiones y la situación de Seoane hacen que Cervera no tenga que descartar a nadie.
lavozdeasturias.es",ninguna convocatoria del real oviedo para los partidos a domicilio superará los jugadores el máximo es decisión del club para tenerife eso sí las lesiones y la situación de seoane hacen que cervera no tenga que descartar a nadie
